source_site,category,place_or_event_name,period,target_age,region,fee_info,description,booking_url,ai_tags,crawled_at,theme_tags,congestion_score,popularity_score,theme_ids,theme_detail,origin,end_date,popularity_src,region_group
KOPIS 공연예술통합전산망 | 서양음악(클래식),서양음악(클래식),한이제 오보에 독주회,2026-10-02 ~ 2026-10-02,만 6세 이상,"서울 강북구 월계로 173 (번동) | 위도:37.6214312, 경도:127.0406246","전석 20,000원","[PROGRAM] Charles Koechlin (1867-1950) 14 Pièces pour Hautbois et Piano, Op. 179 No. 1, Andante con moto, quasi allegretto moderato No. 2, Allegretto, pas vite No. 3, Andante No. 4, Allegro, assez animé, gai, solide No. 5, Très doux, presque adagio Francis Poulenc (1899-1963) Sonata for Oboe and Pia…",https://www.sejongpac.or.kr/dfac/dfacPerformance/dfacPerformance/performTicket.do?performIdx=37617&menuNo=1200007,"genre=서양음악(클래식);venue=꿈의숲아트센터 (콘서트홀);runtime=1시간 30분;cast=한이제, 김하은;producer=영음예술기획;state=공연예정;showtime=금요일(19：30);seats=584;tel=02-2289-5401;parking:1.0;cafe:1.0;restaurant:1.0;store:1.0;elevator:1.0;barrier_free_parking:1.0;barrier_free_restroom:1.0;ramp:1.0;verified_at=2026-09-11 22:41:11",2026-09-11 22:28:45,classical:1.0;performance:1.0;indoor:1.0;공공(기타):1.0,,,concert,concert,kopis,2026-10-02,,capital
KOPIS 공연예술통합전산망 | 서양음악(클래식),서양음악(클래식),제92회 코리아나 챔버 뮤직 소사이어티 정기연주회,2026-10-11 ~ 2026-10-11,만 7세 이상,"서울 서초구 남부순환로 2406 (서초동) | 위도:37.4786896, 경도:127.01182410000001","R석 30,000원, S석 20,000원, A석 10,000원",서양음악(클래식) · 예술의전당 [서울] (리사이틀홀) · 러닝타임 1시간 30분,https://ticket.yes24.com/Perf/60104,"genre=서양음악(클래식);venue=예술의전당 [서울] (리사이틀홀);runtime=1시간 30분;cast=김현미, 양승희, 이지영, 서수민, 이수민, 임경원, 박노을 등;producer=놀유니버스;state=공연예정;showtime=일요일(20：00);seats=164344;tel=02-580-1300;parking:1.0;cafe:1.0;restaurant:1.0;store:1.0;playroom:1.0;nursing_room:1.0;elevator:1.0;barrier_free_parking:1.0;barrier_free_restroom:1.0;ramp:1.0;verified_at=2026-09-11 22:41:11",2026-09-11 22:28:45,classical:1.0;performance:1.0;indoor:1.0;국립:1.0,,,concert,concert,kopis,2026-10-11,,capital
KOPIS 공연예술통합전산망 | 서양음악(클래식),서양음악(클래식),첼리스트 김대연 바흐 무반주 첼로 모음곡 전곡 시리즈 Ⅱ,2026-09-23 ~ 2026-09-23,만 6세 이상,"서울 강북구 월계로 173 (번동) | 위도:37.6214312, 경도:127.0406246","전석 20,000원","[공연소개] 첼리스트 김대연의 바흐 무반주 첼로 모음곡 전곡 시리즈 I에 이은 두 번째 무대로, 바흐 무반주 첼로 모음곡 제2번, 제3번, 제6번을 연주합니다. ‘첼로의 구약성서’라 불리는 바흐 무반주 첼로 모음곡을 첼리스트 김대연만의 깊이 있는 해석과 풍부한 상상력으로 선보입니다.",https://www.sejongpac.or.kr/dfac/dfacPerformance/dfacPerformance/performTicket.do?performIdx=37613&menuNo=1200007,genre=서양음악(클래식);venue=꿈의숲아트센터 (콘서트홀);runtime=1시간 20분;cast=김대연;producer=(주)소리숲엔터테인먼트;state=공연예정;showtime=수요일(19：30);seats=584;tel=02-2289-5401;parking:1.0;cafe:1.0;restaurant:1.0;store:1.0;elevator:1.0;barrier_free_parking:1.0;barrier_free_restroom:1.0;ramp:1.0;verified_at=2026-09-11 22:41:11,2026-09-11 22:28:45,classical:1.0;performance:1.0;indoor:1.0;공공(기타):1.0,,,concert,concert,kopis,2026-09-23,,capital
KOPIS 공연예술통합전산망 | 무용(서양/한국무용),무용(서양/한국무용),"제16회 강동예술인페스티벌, 강동구립민속예술단: 춤으로 맞이하는 가을",2026-09-12 ~ 2026-09-12,만 4세 이상,"서울 강동구 동남로 870 (상일동) | 위도:37.5512621, 경도:127.15761910000003",전석무료,무용(서양/한국무용) · 강동아트센터 (소극장 드림) · 러닝타임 1시간,https://www.gdfac.or.kr/product/ko/performance/258480,"genre=무용(서양/한국무용);venue=강동아트센터 (소극장 드림);runtime=1시간;cast=구민재, 김시은, 구서혜, 백선정, 박선영, 목승현, 박진희 등;state=공연예정;showtime=토요일(17：00);festival:1.0;seats=3240;tel=02-440-0500;parking:1.0;cafe:1.0;playroom:1.0;elevator:1.0;barrier_free_parking:1.0;barrier_free_restroom:1.0;ramp:1.0;verified_at=2026-09-11 22:41:11",2026-09-11 22:28:45,dance:1.0;performance:1.0;indoor:1.0;festival:1.0;공공(문예회관):1.0,,,concert,concert,kopis,2026-09-12,,capital
KOPIS 공연예술통합전산망 | 연극,연극,너를 들고 간다 [대학로],2026-10-09 ~ 2027-01-03,만 11세 이상,"서울 종로구 혜화로 17 (명륜1가) | 위도:37.5871099, 경도:126.9997845","R석 66,000원, S석 55,000원",연극 · et theatre 1 (구. 눈빛극장) (et theatre 1 (구. 눈빛극장) ) · 러닝타임 1시간 30분,http://www.ticketlink.co.kr/product/65518,"genre=연극;venue=et theatre 1 (구. 눈빛극장) (et theatre 1 (구. 눈빛극장) );runtime=1시간 30분;cast=임주환, 황성준, 전대현, 김흥수, 홍경인, 강민석, 홍성민 등;producer=(주)헤네치아, (주)헤네치아, 티오프엔터테인먼트, 티오프엔터테인먼트;state=공연예정;showtime=화요일 ~ 금요일(19：30), 토요일 ~ 일요일(14：00,17：30);daehakro:1.0;seats=233;verified_at=2026-09-11 22:41:11",2026-09-11 22:28:45,theater:1.0;performance:1.0;indoor:1.0;daehakro:1.0;민간(대학로):1.0,,,concert,concert,kopis,2027-01-03,,capital
KOPIS 공연예술통합전산망 | 서양음악(클래식),서양음악(클래식),한희준 피아노 독주회,2026-10-08 ~ 2026-10-08,만 6세 이상,"서울 종로구 세종대로 175 (세종로) | 위도:37.5725254, 경도:126.97564290000003","전석 30,000원",서양음악(클래식) · 세종문화회관 (세종체임버홀) · 러닝타임 1시간 30분,https://www.sejongpac.or.kr/portal/performance/performance/performTicket.do?performIdx=37632&menuNo=200320,genre=서양음악(클래식);venue=세종문화회관 (세종체임버홀);runtime=1시간 30분;cast=한희준;producer=이든예술기획(주);state=공연예정;showtime=목요일(19：30);seats=5372;tel=02-399-1000;parking:1.0;barrier_free_parking:1.0;barrier_free_restroom:1.0;verified_at=2026-09-11 22:41:11,2026-09-11 22:28:45,classical:1.0;performance:1.0;indoor:1.0;공공(문예회관):1.0,,,concert,concert,kopis,2026-10-08,,capital
KOPIS 공연예술통합전산망 | 대중음악,대중음악,"먼데이프로젝트 시즌9 with 미러볼 뮤직, LUNEDI 앨범 발매 기념 단독 콘서트: ANEW",2026-09-28 ~ 2026-09-28,전체 관람가,"서울 마포구 잔다리로 113 (서교동) | 위도:37.5570807, 경도:126.9137973","전석 55,000원",대중음악 · 살롱 문보우 (살롱 문보우) · 러닝타임 1시간 10분,https://ticket.melon.com/performance/index.htm?prodId=213840,genre=대중음악;venue=살롱 문보우 (살롱 문보우);runtime=1시간 10분;cast=김지민;producer=(주)엔터크라우드;state=공연예정;showtime=월요일(20：00);seats=80;tel=02-322-6406;parking:1.0;cafe:1.0;restaurant:1.0;verified_at=2026-09-11 22:41:11,2026-09-11 22:28:45,popmusic:1.0;performance:1.0;indoor:1.0;기타(비공연장):1.0,,,concert,concert,kopis,2026-09-28,,capital
KOPIS 공연예술통합전산망 | 서양음악(클래식),서양음악(클래식),피아니스 현영경 반주 리사이틀: 시의 숨결,2026-10-08 ~ 2026-10-08,만 7세 이상,"서울 서초구 남부순환로 2406 (서초동) | 위도:37.4786896, 경도:127.01182410000001","전석 30,000원","[프로그램] R. Schumann (1810-1856) Liederkreis, Op. 39 (로베르트 슈만 연가곡집, 작품번호 39) Ⅰ. In der Fremde (타향에서) Ⅱ. Intermezzo (간주곡) Ⅲ. Waldesgespräch (숲속의 대화) Ⅳ. Die Stille (침묵) Ⅴ. Mondnacht (달밤) Ⅵ. Schöne Fremde (아름다운 타향) Ⅶ. Auf einer Burg (성 위에서) Ⅷ. In der Fremde (타향에서) Ⅸ. Wehmut (애수) Ⅹ. Zwielicht (황혼) Ⅺ. Im W…",http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=26013221,"genre=서양음악(클래식);venue=예술의전당 [서울] (인춘아트홀);runtime=1시간 30분;cast=현영경, 이성은, 윤민규;state=공연예정;showtime=목요일(19：30);seats=164344;tel=02-580-1300;parking:1.0;cafe:1.0;restaurant:1.0;store:1.0;playroom:1.0;nursing_room:1.0;elevator:1.0;barrier_free_parking:1.0;barrier_free_restroom:1.0;ramp:1.0;verified_at=2026-09-11 22:41:11",2026-09-11 22:28:45,classical:1.0;performance:1.0;indoor:1.0;국립:1.0,,,concert,concert,kopis,2026-10-08,,capital
KOPIS 공연예술통합전산망 | 서양음악(클래식),서양음악(클래식),제49회 의정부시립 소년소녀합창단 정기 연주회 [의정부],2026-09-19 ~ 2026-09-19,36개월 이상,"경기 의정부시 의정로 1 (의정부동) | 위도:37.7334125, 경도:127.03436779999993",전석무료,서양음악(클래식) · 의정부예술의전당 (대극장) · 러닝타임 1시간 10분,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=26012373,genre=서양음악(클래식);venue=의정부예술의전당 (대극장);runtime=1시간 10분;producer=(재)의정부문화재단 (의정부예술의전당);state=공연예정;showtime=토요일(17：00);seats=1258;tel=031-828-5841;parking:1.0;cafe:1.0;playroom:1.0;elevator:1.0;barrier_free_parking:1.0;ramp:1.0;verified_at=2026-09-11 22:41:11,2026-09-11 22:28:45,classical:1.0;performance:1.0;indoor:1.0;공공(문예회관):1.0,,,concert,concert,kopis,2026-09-19,,capital
KOPIS 공연예술통합전산망 | 연극,연극,가을 반딧불이,2026-09-19 ~ 2026-09-19,만 7세 이상,"서울 관악구 봉천로 469-17 (봉천동) | 위도:37.482671, 경도:126.952498",전석무료,연극 · 쉼잉 서울대입구역점 (쉼잉(B1)) · 러닝타임 1시간 30분,http://playticket.co.kr/nav/detail.html?idx=4567,"genre=연극;venue=쉼잉 서울대입구역점 (쉼잉(B1));runtime=1시간 30분;cast=이태림, 신의영, 우현정, 박동빈, 조하민;state=공연예정;showtime=토요일(15：00);seats=0;verified_at=2026-09-11 22:41:11",2026-09-11 22:28:45,theater:1.0;performance:1.0;indoor:1.0;기타(비공연장):1.0,,,concert,concert,kopis,2026-09-19,,capital
KOPIS 공연예술통합전산망 | 뮤지컬,뮤지컬,제14회 남양주시립소년소녀합창단 기획연주회: 귀농아 놀자,2026-10-03 ~ 2026-10-03,48개월 이상,"경기 남양주시 다산중앙로 7 (다산동) | 위도:37.6140062, 경도:127.1553452","1층석 3,000원, 2층석 1,000원",뮤지컬 · 다산아트홀 (다산아트홀) · 러닝타임 1시간 20분,https://ticket.nyj.go.kr:464/rsvp/rsv.html?p_idx=727,genre=뮤지컬;venue=다산아트홀 (다산아트홀);runtime=1시간 20분;cast=함희영 등;state=공연예정;showtime=토요일(17：00);seats=496;tel=031-590-4358;parking:1.0;cafe:1.0;barrier_free_parking:1.0;verified_at=2026-09-11 22:41:11,2026-09-11 22:28:45,musical:1.0;performance:1.0;indoor:1.0;공공(문예회관):1.0,,,concert,concert,kopis,2026-10-03,,capital
KOPIS 공연예술통합전산망 | 서양음악(클래식),서양음악(클래식),"김범순 클라리넷 독주회: 하나의 목소리, 두개의 울림",2026-09-13 ~ 2026-09-13,전체 관람가,"서울 서초구 남부순환로317길 79 (서초동) | 위도:37.4831337, 경도:127.0103014",전석무료,서양음악(클래식) · 로데아트센터 (콘서트홀),https://www.enticket.com:469/pfm/sub01_view.html?p_idx=4392,genre=서양음악(클래식);venue=로데아트센터 (콘서트홀);cast=김범순 등;state=공연예정;showtime=일요일(19：00);seats=349;parking:1.0;barrier_free_parking:1.0;verified_at=2026-09-11 22:41:11,2026-09-11 22:28:45,classical:1.0;performance:1.0;indoor:1.0;민간(대학로 외):1.0,,,concert,concert,kopis,2026-09-13,,capital
KOPIS 공연예술통합전산망 | 무용(서양/한국무용),무용(서양/한국무용),오색: 난장 [안산],2026-09-30 ~ 2026-09-30,만 14세 이상,"경기 안산시 단원구 화랑로 312 (고잔동) | 위도:37.3196723, 경도:126.82255570000007","전석 10,000원",무용(서양/한국무용) · 안산문화예술의전당 (별무리극장) · 러닝타임 50분,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=26013137,"genre=무용(서양/한국무용);venue=안산문화예술의전당 (별무리극장);runtime=50분;cast=현재훈, 하치훈, 조민근, 김동현, 박상수, 오명교, 박원준;producer=(사) 나인티, (사) 나인티;state=공연예정;showtime=수요일(20：00);seats=3429;tel=031-481-4000;parking:1.0;cafe:1.0;playroom:1.0;elevator:1.0;barrier_free_parking:1.0;barrier_free_restroom:1.0;verified_at=2026-09-11 22:41:11",2026-09-11 22:28:45,dance:1.0;performance:1.0;indoor:1.0;공공(문예회관):1.0,,,concert,concert,kopis,2026-09-30,,capital
KOPIS 공연예술통합전산망 | 서양음악(클래식),서양음악(클래식),"하반기 예진 아티스트 페스티발, 예진 아티스트 콘서트 3",2026-09-19 ~ 2026-09-19,만 7세 이상,"서울 서초구 명달로 104 (서초동) | 위도:37.4855919, 경도:127.00420350000002","전석 10,000원",서양음악(클래식) · 모차르트홀 (모차르트홀) · 러닝타임 1시간 30분,https://www.nanumticket.or.kr/pe/detail.html?p_marking=&p_new=&start2=0&page_no2=1&p_idx=13980,"genre=서양음악(클래식);venue=모차르트홀 (모차르트홀);runtime=1시간 30분;cast=이서아, 허지유, 이용석, 최지호, 김윤솔;state=공연예정;showtime=토요일(15：00);festival:1.0;seats=201;tel=02-3472-8222;parking:1.0;restaurant:1.0;verified_at=2026-09-11 22:41:11",2026-09-11 22:28:45,classical:1.0;performance:1.0;indoor:1.0;festival:1.0;민간(대학로 외):1.0,,,concert,concert,kopis,2026-09-19,,capital
KOPIS 공연예술통합전산망 | 무용(서양/한국무용),무용(서양/한국무용),제29회 창작신인안무가전,2026-10-01 ~ 2026-10-01,만 7세 이상,"서울 광진구 능동로 76 (자양동) | 위도:37.53735289999999, 경도:127.07052479999993","전석 30,000원",무용(서양/한국무용) · 나루아트센터 (대공연장) · 러닝타임 1시간 30분,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=26013108,genre=무용(서양/한국무용);venue=나루아트센터 (대공연장);runtime=1시간 30분;producer=(사)한국발레협회;state=공연예정;showtime=목요일(19：00);festival:1.0;seats=785;tel=02-2049-4711;parking:1.0;cafe:1.0;elevator:1.0;barrier_free_parking:1.0;barrier_free_restroom:1.0;ramp:1.0;verified_at=2026-09-11 22:41:11,2026-09-11 22:28:45,dance:1.0;performance:1.0;indoor:1.0;festival:1.0;공공(문예회관):1.0,,,concert,concert,kopis,2026-10-01,,capital
KOPIS 공연예술통합전산망 | 서양음악(클래식),서양음악(클래식),권오빈 클라리넷 독주회: Thanks & Joy,2026-09-15 ~ 2026-09-15,전체 관람가,"서울 강남구 강남대로 652(신사동) | 위도:37.5195101, 경도:127.019106",전석무료,서양음악(클래식) · 거암아트홀 (거암아트홀),https://www.enticket.com:469/pfm/sub01_view.html?p_idx=4373,"genre=서양음악(클래식);venue=거암아트홀 (거암아트홀);cast=권오빈, 정세경, 오린, 김민석;state=공연예정;showtime=화요일(19：30);seats=144;parking:1.0;cafe:1.0;restaurant:1.0;store:1.0;barrier_free_parking:1.0;verified_at=2026-09-11 22:41:11",2026-09-11 22:28:45,classical:1.0;performance:1.0;indoor:1.0;민간(대학로 외):1.0,,,concert,concert,kopis,2026-09-15,,capital
KOPIS 공연예술통합전산망 | 서양음악(클래식),서양음악(클래식),제2회 씨앗의 꿈 연합 합창제: 우린 모두 연결되어 있어,2026-09-17 ~ 2026-09-17,만 2세 이상,"서울 강북구 월계로 173 (번동) | 위도:37.6214312, 경도:127.0406246",전석무료,서양음악(클래식) · 꿈의숲아트센터 (콘서트홀) · 러닝타임 1시간 30분,https://www.sejongpac.or.kr/dfac/dfacPerformance/dfacPerformance/performTicket.do?performIdx=37625&menuNo=1200007,genre=서양음악(클래식);venue=꿈의숲아트센터 (콘서트홀);runtime=1시간 30분;state=공연예정;showtime=목요일(19：00);festival:1.0;seats=584;tel=02-2289-5401;parking:1.0;cafe:1.0;restaurant:1.0;store:1.0;elevator:1.0;barrier_free_parking:1.0;barrier_free_restroom:1.0;ramp:1.0;verified_at=2026-09-11 22:41:11,2026-09-11 22:28:45,classical:1.0;performance:1.0;indoor:1.0;festival:1.0;공공(기타):1.0,,,concert,concert,kopis,2026-09-17,,capital
KOPIS 공연예술통합전산망 | 서양음악(클래식),서양음악(클래식),광명심포니오케스트라 평화콘서트: 평화잇다,2026-09-22 ~ 2026-09-22,만 4세 이상,"경기 광명시 시청로 20 (철산동) | 위도:37.4770159, 경도:126.86367769999993","전석 10,000원",서양음악(클래식) · 광명시민회관 (대공연장) · 러닝타임 1시간 30분,https://booking.naver.com/booking/12/bizes/505529,genre=서양음악(클래식);venue=광명시민회관 (대공연장);runtime=1시간 30분;cast=김승복 등;state=공연예정;showtime=화요일(19：30);seats=822;tel=02-2621-8800;parking:1.0;cafe:1.0;nursing_room:1.0;elevator:1.0;barrier_free_parking:1.0;barrier_free_restroom:1.0;ramp:1.0;verified_at=2026-09-11 22:41:11,2026-09-11 22:28:45,classical:1.0;performance:1.0;indoor:1.0;공공(문예회관):1.0,,,concert,concert,kopis,2026-09-22,,capital
KOPIS 공연예술통합전산망 | 대중음악,대중음악,EARLY BUD Vol.5,2026-09-20 ~ 2026-09-20,만 19세 이상,"서울 마포구 와우산로 39-15 (상수동) | 위도:37.548042, 경도:126.922146","스탠딩(예매가) 10,000원",대중음악 · 코브하우스 (코브하우스) · 러닝타임 4시간,https://booking.naver.com/booking/12/bizes/1734528,genre=대중음악;venue=코브하우스 (코브하우스);runtime=4시간;producer=버드와이저 코리아(BUDWEISER KOREA);state=공연예정;showtime=일요일(10：00);seats=0;verified_at=2026-09-11 22:41:11,2026-09-11 22:28:45,popmusic:1.0;performance:1.0;indoor:1.0;기타(비공연장):1.0,,,concert,concert,kopis,2026-09-20,,capital
KOPIS 공연예술통합전산망 | 대중음악,대중음악,강은철 & 자전거탄풍경 & 양하영의 가을 편지 [고양],2026-10-10 ~ 2026-10-10,만 7세 이상,"경기 고양시 덕양구 어울림로 33 (성사동) | 위도:37.6498532, 경도:126.83498459999998","VIP석 55,000원, R석 44,000원, S석 33,000원",대중음악 · 고양어울림누리 (어울림극장) · 러닝타임 2시간,http://www.artgy.or.kr/PF/PF0201V.aspx?showid=0000008435,"genre=대중음악;venue=고양어울림누리 (어울림극장);runtime=2시간;cast=강은철, 양하영 등;producer=뭘이런걸닷컴;state=공연예정;showtime=토요일(19：00);seats=2156;tel=00-1577-7766;parking:1.0;cafe:1.0;restaurant:1.0;playroom:1.0;elevator:1.0;barrier_free_parking:1.0;barrier_free_restroom:1.0;ramp:1.0;verified_at=2026-09-11 22:41:11",2026-09-11 22:28:45,popmusic:1.0;performance:1.0;indoor:1.0;공공(문예회관):1.0,,,concert,concert,kopis,2026-10-10,,capital
KOPIS 공연예술통합전산망 | 뮤지컬,뮤지컬,"제1021회 목요예술무대, 여섯 번째 파장, 유리아",2026-10-01 ~ 2026-10-01,만 7세 이상,"서울 강남구 역삼로7길 16 (역삼동) | 위도:37.495188, 경도:127.03321630000005","전석 20,000원",뮤지컬 · 강남씨어터 (강남씨어터) · 러닝타임 1시간,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=26012958,"genre=뮤지컬;venue=강남씨어터 (강남씨어터);runtime=1시간;cast=방지숙, 조민기 등;producer=(재)강남문화재단;state=공연예정;showtime=수요일(19：30);seats=232;tel=02-6712-0531;parking:1.0;elevator:1.0;barrier_free_parking:1.0;barrier_free_restroom:1.0;ramp:1.0;verified_at=2026-09-11 22:41:11",2026-09-11 22:28:45,musical:1.0;performance:1.0;indoor:1.0;공공(기타):1.0,,,concert,concert,kopis,2026-10-01,,capital
KOPIS 공연예술통합전산망 | 서양음악(클래식),서양음악(클래식),송휘석 & 이영주의 피아노 듀오 리사이틀,2026-10-06 ~ 2026-10-06,만 7세 이상,"서울 서초구 남부순환로 2406 (서초동) | 위도:37.4786896, 경도:127.01182410000001","전석 20,000원","[프로그램] Hungarian Dances no.1, 4, 5 J. Brahms Fantasy for Four Hands in f minor D. 940 F. Schubert Intermission Piano Suite for Two Pianos No.2 Op.17 3rd Mvt & 4th mvt. S. Rachmaninoff Piano Concerto No.2 in c minor Op.18 1st Mvt. S. Rachmaninoff",http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=26013039,"genre=서양음악(클래식);venue=예술의전당 [서울] (인춘아트홀);runtime=2시간;cast=송휘석, 이영주;producer=스토리피아노;state=공연예정;showtime=화요일(19：30);seats=164344;tel=02-580-1300;parking:1.0;cafe:1.0;restaurant:1.0;store:1.0;playroom:1.0;nursing_room:1.0;elevator:1.0;barrier_free_parking:1.0;barrier_free_restroom:1.0;ramp:1.0;verified_at=2026-09-11 22:41:11",2026-09-11 22:28:45,classical:1.0;performance:1.0;indoor:1.0;국립:1.0,,,concert,concert,kopis,2026-10-06,,capital
